"id","winner","total_votes","name","x0001e","x0002e","x0003e","x0005e","x0006e","x0007e","x0008e","x0009e","x0010e","x0011e","x0012e","x0013e","x0014e","x0015e","x0016e","x0017e","x0018e","x0019e","x0020e","x0021e","x0022e","x0023e","x0024e","x0025e","x0026e","x0027e","x0029e","x0030e","x0031e","x0033e","x0034e","x0035e","x0036e","x0037e","x0038e","x0039e","x0040e","x0041e","x0042e","x0043e","x0044e","x0045e","x0046e","x0047e","x0048e","x0049e","x0050e","x0051e","x0052e","x0053e","x0054e","x0055e","x0056e","x0057e","x0058e","x0059e","x0060e","x0061e","x0062e","x0064e","x0065e","x0066e","x0067e","x0068e","x0069e","x0071e","x0072e","x0073e","x0074e","x0075e","x0076e","x0077e","x0078e","x0079e","x0080e","x0081e","x0082e","x0083e","x0084e","x0085e","x0086e","x0087e","x0088e","x0089e","c01_001e","c01_002e","c01_003e","c01_004e","c01_005e","c01_006e","c01_007e","c01_008e","c01_009e","c01_010e","c01_011e","c01_012e","c01_013e","c01_014e","c01_015e","c01_016e","c01_017e","c01_018e","c01_019e","c01_020e","c01_021e","c01_022e","c01_023e","c01_024e","c01_025e","c01_026e","c01_027e","income_per_cap_2016","income_per_cap_2017","income_per_cap_2018","income_per_cap_2019","income_per_cap_2020","gdp_2016","gdp_2017","gdp_2018","gdp_2019","gdp_2020","x2013_code"
1491,"Trump",2474,"Mason County, Texas",4248,2089,2159,265,367,187,341,206,218,537,331,311,352,626,370,137,45.2,1016,3375,3232,3045,1343,1133,3232,1515,1717,1133,523,610,4248,4072,176,4072,3764,1,90,0,0,0,0,58,45,0,13,0,0,0,0,0,0,0,0,0,159,176,19,141,0,0,3940,20,231,58,0,175,871,802,0,0,69,3377,3253,1,0,58,0,0,65,0,65,2755,2999,1374,1625,350,69,105,154,22,2882,241,178,535,776,142,700,310,2463,1010,218,216,120,537,536,264,994,796,262,1133,915,364,"42197","46988","50985","50721","52617","117001","127364","140033","140962","136446",6
1492,"Trump",47462,"Cecil County, Maryland",102889,51185,51704,5843,6411,6824,6424,6022,12983,12220,14793,7278,7935,10127,4277,1752,40.7,23299,82415,79590,76557,21251,16156,79590,39177,40413,16156,7630,8526,102889,99293,3596,99293,89478,7032,81,0,0,0,0,1541,222,293,537,60,124,189,116,7,0,7,0,0,1154,3596,1499,594,261,108,92630,8999,980,2140,129,1861,4700,2001,1759,228,712,98189,86797,6606,81,1541,7,53,3104,342,2762,42690,77924,38437,39487,8225,860,3748,2750,867,71365,2194,4914,25138,15694,5390,10932,7103,64257,18035,12983,12069,3767,12220,11282,3739,30006,26920,7085,16156,13986,3444,"43964","45333","47386","49070","51681","4248302","4446792","4938202","5042513","4921468",2
1493,"Trump",3101,"Doddridge County, West Virginia",8499,4670,3829,320,389,325,686,487,921,1074,1211,870,426,1067,564,159,46,1330,7331,7169,6724,2051,1790,7169,3986,3183,1790,894,896,8499,8384,115,8384,8167,107,22,0,0,0,0,81,0,0,76,0,5,0,0,0,0,0,0,0,7,115,18,2,0,0,8282,128,27,169,0,99,43,13,9,14,7,8456,8140,98,22,81,0,0,115,4,111,3915,7081,3979,3102,877,167,310,249,151,6292,292,835,2790,812,521,718,324,5165,1042,921,662,162,1074,917,163,2507,2164,375,1790,1422,342,"26605","28666","31315","33526","35077","557194","750413","788227","676542","542749",5
1494,"Trump",11068,"Gage County, Nebraska",21548,10848,10700,1186,1301,1531,1262,1159,2242,2461,2607,1627,1681,2267,1399,825,43.4,4896,17220,16652,16029,5413,4491,16652,8239,8413,4491,2045,2446,21548,21245,303,21245,20739,121,146,0,0,1,41,123,0,32,9,0,0,0,82,0,0,0,0,0,116,303,109,74,57,0,21033,256,239,180,6,156,585,426,13,17,129,20963,20292,121,146,123,0,0,281,21,260,10465,16546,8200,8346,1543,205,644,623,71,15109,505,928,5327,3333,1881,2279,856,13676,3135,2242,2098,559,2461,2246,748,5915,5432,1171,4491,3900,657,"43194","44467","46774","48682","52502","873843","872834","955273","1013923","1070647",5
1497,"Trump",42950,"Madison County, Tennessee",97838,46248,51590,6055,5525,6593,7125,7011,12116,11252,12170,6754,6723,9804,5024,1686,38.5,21937,78377,75901,70854,20186,16514,75901,35112,40789,16514,7154,9360,97838,95375,2463,95375,56168,36310,108,31,0,0,0,1034,263,181,149,0,64,131,246,0,0,0,0,0,1755,2463,1190,321,270,74,58256,37948,685,1534,19,2084,3891,2336,83,116,1356,93947,54208,36056,94,1034,0,388,2167,28,2139,43320,74478,34292,40186,10372,1030,4134,4479,729,65529,2272,5279,22518,14251,4214,10515,6480,57978,16995,12116,11218,3019,11252,10203,3313,25647,22906,6522,16514,13651,4141,"39748","41029","41917","43975","47357","5507014","5918606","6110956","6190608","6094224",4
1498,"Trump",5798,"Richland County, Montana",11097,5749,5348,813,676,882,798,528,1578,1344,1292,614,891,1042,440,199,38,2845,8661,8252,7847,2146,1681,8252,4304,3948,1681,804,877,11097,10557,540,10557,9979,0,216,0,150,0,0,2,0,1,0,0,0,0,1,44,44,0,0,0,316,540,0,363,89,0,10519,0,579,91,44,404,610,588,0,0,22,10487,9779,0,216,2,44,21,425,60,365,5263,8099,4261,3838,852,99,463,188,102,7400,111,316,2832,1991,780,1032,338,6973,1370,1578,1555,372,1344,1283,300,2797,2683,490,1681,1452,208,"54454","55453","57838","59985","59934","878874","874893","859783","869146","798605",6
1499,"Trump",69052,"Tazewell County, Illinois",132524,65200,67324,7578,9102,8215,7918,6813,15845,17065,16900,8817,9388,13807,7352,3724,41.3,30032,105856,102492,98737,30613,24883,102492,49854,52638,24883,10935,13948,132524,130146,2378,130146,126432,1547,198,23,16,0,45,1470,233,501,129,40,188,225,154,28,7,6,0,15,471,2378,920,513,241,23,128645,2579,781,1838,156,1034,3201,2331,181,38,651,129323,124138,1547,193,1378,22,63,1982,246,1736,58941,101374,49294,52080,9594,1320,3670,3727,877,92898,1934,4411,29623,22353,10450,16634,7493,86553,24127,15845,15034,4645,17065,16261,5762,35105,33016,8432,24883,22242,5288,"44719","44719","47544","48427","52046","8259620","6726946","6502654","6233905","5881314",3
1500,"Trump",84835,"Stearns County, Minnesota",159788,80437,79351,10229,9967,10528,13168,16729,19604,18216,17837,10349,9197,13414,7270,3280,34.8,37056,126788,122732,111663,29244,23964,122732,61716,61016,23964,11094,12870,159788,155101,4687,155101,138067,10987,300,0,116,0,88,3419,260,418,155,97,344,776,1369,5,0,5,0,0,2323,4687,1587,637,841,173,142369,13172,1305,4533,263,3284,5557,3846,398,328,985,154231,135291,10932,289,3410,0,545,3764,179,3585,65095,117942,59029,58913,23565,1664,4642,15061,2198,99167,4104,3927,27978,22167,13412,18783,8796,91136,27579,19604,18492,6047,18216,17013,5927,37383,35292,10527,23964,20339,5078,"43521","45534","47122","48925","53151","8373166","8664809","8973761","9251699","9275384",4
1501,"Biden",27173,"Winona County, Minnesota",50744,25198,25546,2422,2422,2723,4694,6915,5974,5060,5324,3409,3250,4816,2610,1125,35.6,9100,42600,41644,36679,10372,8551,41644,20541,21103,8551,3955,4596,50744,49574,1170,49574,47107,586,205,0,70,0,27,1334,190,188,56,35,36,36,793,0,0,0,0,0,342,1170,349,156,197,0,48269,1160,594,1541,11,566,1532,1059,86,48,339,49212,46137,586,164,1322,0,42,961,19,942,21258,40644,19871,20773,10076,457,1894,7135,590,31568,721,1318,8482,6604,4575,6487,3381,29529,9868,5974,5644,2010,5060,4880,1526,11983,11316,3844,8551,7689,2488,"46458","47167","47754","49315","53431","2286439","2366250","2419280","2464490","2480573",5
1502,"Trump",3501,"Howard County, Nebraska",6428,3252,3176,409,414,498,309,322,681,740,774,488,443,741,375,234,42.6,1564,4991,4864,4767,1575,1350,4864,2424,2440,1350,645,705,6428,6134,294,6134,6001,10,3,0,0,0,0,18,4,0,0,13,1,0,0,2,0,2,0,0,100,294,62,23,10,0,6295,72,26,28,5,296,168,119,0,0,49,6260,5937,10,0,18,2,0,293,195,98,3109,4826,2409,2417,388,26,87,228,47,4476,70,109,1751,1102,472,763,209,4297,972,681,671,206,740,717,233,1705,1643,319,1350,1266,214,"44754","42664","42754","46850","52024","229505","210412","204731","227758","238172",4
1503,"Trump",2128,"Pierce County, North Dakota",4061,1975,2086,232,301,229,197,173,451,418,508,322,255,442,330,203,45.7,905,3252,3156,3102,1067,975,3156,1529,1627,975,398,577,4061,3999,62,3999,3796,20,130,0,82,0,13,48,3,0,12,3,0,30,0,0,0,0,0,0,5,62,0,59,0,3,3855,23,192,48,0,5,39,32,0,2,5,4022,3765,20,130,45,0,0,62,0,62,2212,3139,1519,1620,227,15,21,104,87,2929,68,94,939,676,335,502,315,2767,817,451,448,107,418,413,191,1085,1053,325,975,853,194,"43162","46183","50671","48230","56319","200100","228806","274483","225166","236625",6
1504,"Trump",77278,"Dorchester County, South Carolina",161309,78546,82763,9618,11274,11641,10860,9088,22515,21604,21889,10348,10008,14282,6068,2114,37.2,39588,126762,121721,116134,28367,22464,121721,58349,63372,22464,10088,12376,161309,154914,6395,154914,107213,40704,585,104,0,0,20,2948,340,1058,915,69,197,220,149,213,50,0,0,163,3251,6395,2213,1083,894,114,112723,43380,1941,4691,347,4838,9074,3793,1303,116,3862,152235,102597,40251,506,2948,213,540,5180,559,4621,61445,117658,56403,61255,12893,2322,5821,3940,810,108828,3710,8285,28410,25570,12153,20175,10525,96833,30700,22515,20412,6250,21604,18640,6792,42245,38277,11776,22464,19504,5882,"37050","37836","39652","41157","43321","3441929","3600296","3917293","4142459","4215257",3
1505,"Biden",88301,"Pueblo County, Colorado",167412,82425,84987,9563,10290,11060,11065,10263,21993,19996,19636,11382,11068,18020,9162,3914,39.7,37585,133966,129827,123252,37542,31096,129827,63235,66592,31096,14049,17047,167412,157830,9582,157830,133865,3405,5266,420,5,787,169,1522,159,290,378,176,207,89,223,228,71,35,52,70,13544,9582,1460,2233,906,136,142591,5615,8205,2835,594,17817,72313,46221,1954,377,23761,95099,86274,2748,1066,1178,145,435,3253,270,2983,71284,127086,61558,65528,14656,2618,5036,6140,862,115171,3587,7552,34160,30127,13359,17369,9017,104032,26386,21993,19758,4817,19996,17642,4598,42086,38715,9821,31096,27917,7150,"35501","36399","38158","39857","43513","5884893","5977457","6319999","6737358","6602266",4
1506,"Trump",34266,"Madison County, New York",70990,35009,35981,3405,3641,3988,6238,5657,7377,7370,9266,5529,5493,7645,3515,1866,42.3,13597,59045,57393,52164,16232,13026,57393,28064,29329,13026,6024,7002,70990,69079,1911,69079,66361,1152,404,0,0,25,7,665,75,316,29,27,67,42,109,60,0,0,60,0,437,1911,455,221,275,0,68233,1739,636,1036,60,1294,1636,478,465,72,621,69354,65518,1110,400,665,60,54,1547,501,1046,32381,56539,27669,28870,9332,447,3047,5188,650,48061,1046,2499,16676,7963,7076,7122,5679,44516,12801,7377,6921,1902,7370,6908,2520,20288,18761,5172,13026,11926,3207,"41502","44139","44820","48065","51732","2263234","2383533","2480867","2501747","2383544",3
1507,"Trump",5183,"Clay County, Arkansas",14710,7238,7472,788,780,1025,868,787,1695,1728,1873,989,1038,1702,1096,341,42.7,3156,11955,11554,11052,3700,3139,11554,5639,5915,3139,1380,1759,14710,14394,316,14394,14053,72,57,47,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,208,316,95,117,35,16,14353,183,190,39,0,261,325,176,0,0,149,14385,13943,72,50,4,0,0,316,53,263,8024,11495,5607,5888,1092,241,477,337,37,10462,742,980,4336,2138,841,751,674,8740,1425,1695,1606,264,1728,1606,318,3900,3366,579,3139,2162,264,"30696","33765","34276","34905","39772","314466","366091","347303","338839","377703",6
1508,"Trump",43306,"Chelan County, Washington",76653,38549,38104,4609,5790,4600,4743,4435,9457,8926,8651,5385,5390,8520,3961,2186,40.5,18004,60457,58649,55967,18004,14667,58649,29090,29559,14667,6987,7680,76653,71867,4786,71867,58702,322,377,0,8,21,0,640,164,133,68,89,20,160,6,32,7,25,0,0,11794,4786,353,1110,340,52,63350,1024,1870,1143,345,14389,21531,18771,341,0,2419,55122,51761,247,330,624,32,90,2038,172,1866,38193,52830,25905,26925,6173,1112,1710,2913,438,52476,4317,4252,13392,11387,5290,8718,5120,43907,13838,9457,8110,2570,8926,6872,2492,19426,16004,5021,14667,12921,3755,"48235","50116","51893","54288","59082","4157676","4423725","4639686","4783786","4751206",4
1510,"Biden",495849,"Bergen County, New Jersey",931275,452159,479116,49204,53570,58257,57666,54345,107123,122685,135651,70325,61232,88066,46791,26360,41.9,197484,758660,733791,702856,195820,161217,733791,351387,382404,161217,70008,91209,931275,882838,48437,882838,642742,54347,1904,62,18,14,1,153970,33459,23047,22772,5525,59681,918,8568,314,100,85,94,35,29561,48437,7486,1264,8777,565,684859,69385,5222,166465,1203,56622,189827,10907,33129,14669,131122,741448,516790,48953,1053,152958,259,3198,18237,3326,14911,359097,641497,307278,334219,75558,7015,18489,31703,18351,658233,25207,22144,144267,93249,39857,203933,129576,610882,333509,107123,102570,62622,122685,116377,74196,267208,251719,134647,161217,140216,62044,"77569","79633","83650","87903","90759","73449332","75004413","78216102","81690683","78303871",2
1511,"Biden",422825,"Ventura County, California",845599,418591,427008,49179,52376,57915,56425,56610,113382,105132,111555,59091,52262,76082,36518,19072,38.5,193847,674412,651752,617370,161902,131672,651752,320008,331744,131672,59093,72579,845599,773705,71894,773705,637686,15422,6990,140,0,234,45,61239,12598,11146,18939,3917,3758,4368,6513,1943,404,255,722,562,50425,71894,5317,8195,12889,260,705369,24350,18057,79102,5271,90316,361648,320972,3613,2173,34890,483951,379971,14321,1847,59761,1655,1704,24692,1360,23332,289425,569916,277005,292911,78658,8237,24102,38937,7382,573094,49368,32893,111720,127089,57785,123510,70729,490833,194239,113382,100218,34628,105132,88481,35689,222908,188651,78798,131672,113483,45124,"56356","57944","60207","63833","68647","49063077","50507220","51652825","53906611","54013447",3
1512,"Trump",32209,"Ionia County, Michigan",64401,34701,29700,3707,3777,4358,4478,4211,8347,8759,8608,4181,4431,5937,2505,1102,38.6,14358,51759,50043,47312,11946,9544,50043,27276,22767,9544,4454,5090,64401,62492,1909,62492,58532,2939,91,13,24,0,0,294,124,81,14,22,8,28,17,7,0,7,0,0,629,1909,401,523,185,53,60182,3579,743,536,45,1301,3170,2410,271,37,452,61231,56595,2892,77,290,7,32,1338,188,1150,25094,49598,26968,22630,6173,997,2490,2395,291,43870,1127,2657,17056,11040,4522,5376,2092,40086,7468,8347,7482,1592,8759,8019,1803,17220,15999,2804,9544,8586,1269,"31160","32356","33897","34416","38396","1508896","1576953","1548040","1757999","1623539",5
1514,"Trump",5130,"Franklin County, Iowa",10091,5059,5032,624,605,719,576,469,1144,1037,1207,759,766,1128,756,301,43.5,2337,7941,7754,7527,2661,2185,7754,3855,3899,2185,1028,1157,10091,9844,247,9844,9688,133,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,247,19,90,0,0,9935,152,95,0,0,156,1305,1275,0,0,30,8786,8548,133,1,0,0,0,104,0,104,4846,7388,3620,3768,656,136,147,254,119,7098,329,353,2533,1547,1014,1085,237,6416,1322,1144,898,311,1037,952,178,2732,2507,421,2185,2059,412,"43923","45180","46966","47999","50950","558281","603986","605202","608589","594610",6
1515,"Biden",15346,"Maverick County, Texas",58098,28875,29223,5360,4717,5006,5139,4790,7847,6645,6574,2285,2884,3960,2339,552,29.8,18148,42075,39950,36948,8890,6851,39950,19711,20239,6851,2991,3860,58098,51348,6750,51348,47063,372,1105,247,0,0,0,29,0,0,29,0,0,0,0,0,0,0,0,0,2779,6750,32,7,0,0,53773,444,1112,29,0,9490,55301,53233,589,35,1444,2797,1466,273,944,29,0,85,0,0,0,18511,30639,15560,15079,6864,1774,2218,2500,372,33086,7483,5266,7943,5181,2032,3978,1203,20337,5181,7847,6857,1731,6645,4693,1146,11743,6501,1837,6851,2286,467,"27972","29234","31087","32537","35436","1453189","1578724","1723118","1754672","1672957",5
1516,"Trump",6114,"Crockett County, Tennessee",14310,6882,7428,859,875,1045,1017,685,1716,1670,1829,1052,860,1550,805,347,41.1,3394,11281,10916,10377,3062,2702,10916,5163,5753,2702,1178,1524,14310,13763,547,13763,11087,1871,25,4,0,0,0,48,0,0,10,3,19,7,9,10,0,10,0,0,722,547,243,15,8,0,11634,2114,40,56,21,992,1542,1371,33,0,138,12768,10500,1871,23,48,10,4,312,35,277,6427,10477,4891,5586,1087,218,496,317,56,9829,579,1012,4019,2085,641,964,529,8238,1493,1716,1632,234,1670,1530,228,3741,3085,708,2702,1991,323,"34324","36092","38285","42303","44625","518782","569902","577069","582643","607174",4
1517,"Trump",1455,"Kearny County, Kansas",3863,1804,2059,312,329,317,381,300,277,399,507,255,198,325,141,122,35.5,1122,2841,2741,2418,718,588,2741,1322,1419,588,238,350,3863,3828,35,3828,3497,114,1,1,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,207,35,0,35,0,0,3532,114,36,9,0,207,1224,1137,0,1,86,2639,2544,50,1,9,0,0,35,0,35,1573,2482,1186,1296,517,123,218,158,18,2224,322,168,784,312,267,218,153,1734,371,277,219,54,399,286,82,960,719,180,588,510,55,"47839","46730","47765","50533","60667","219888","219269","216043","217110","217060",5
1518,"Trump",4367,"Ferry County, Washington",7643,3851,3792,305,364,345,334,293,794,843,840,677,753,1376,513,206,52.1,1240,6568,6403,6225,2504,2095,6403,3180,3223,2095,1059,1036,7643,7024,619,7024,5887,16,1054,32,0,23,4,35,0,2,4,0,2,11,16,16,8,8,0,0,16,619,24,467,96,18,6488,65,1546,138,16,23,373,148,0,0,225,7270,5584,15,1012,24,16,0,619,7,612,4541,6357,3158,3199,401,78,204,112,7,6002,151,454,2106,1540,478,805,468,5397,1273,794,687,139,843,781,139,2270,2018,479,2095,1911,516,"35987","36785","36844","38465","44164","204195","208946","202945","204007","230240",6
1520,"Biden",111181,"Richmond city, Virginia",229233,108709,120524,13242,10874,10328,13879,19484,50112,27654,25080,14302,14138,18399,7811,3930,34.1,39853,192898,189380,176993,38262,30140,189380,88563,100817,30140,12446,17694,229233,219741,9492,219741,103624,105692,369,118,0,30,0,4765,1037,1292,514,100,697,469,656,28,8,20,0,0,5263,9492,3184,662,1452,1064,111235,111585,2631,6966,276,7217,16220,3347,1824,665,10384,213013,94400,104961,277,4733,8,687,7947,537,7410,100930,179394,83047,96347,27954,1522,6907,14447,5078,161426,7403,13687,34423,31155,8322,38533,27903,140336,66436,50112,46010,25047,27654,24310,11915,53520,45794,19078,30140,24222,10396,"50944","53123","53595","58813","63989","21646087","22253822","23055792","24219182","24676247",1
1523,"Trump",5533,"Hamilton County, Nebraska",9219,4567,4652,590,570,613,607,478,1042,1019,1114,649,711,1001,567,258,41.7,2181,7317,7038,6665,2304,1826,7038,3431,3607,1826,866,960,9219,8973,246,8973,8804,8,1,0,0,0,0,48,0,0,0,48,0,0,0,9,0,0,9,0,103,246,1,104,0,0,9045,14,105,48,9,244,337,284,5,1,47,8882,8710,8,1,48,9,3,103,3,100,4144,6954,3404,3550,677,92,323,227,35,6361,27,204,1925,1741,901,1060,503,6130,1563,1042,997,322,1019,994,249,2474,2414,676,1826,1725,316,"51513","53892","52354","53781","60279","545792","590260","617004","649964","697640",4
1527,"Biden",14394,"Jasper County, South Carolina",29558,14832,14726,1718,1888,1495,1760,1733,3856,3537,3383,1909,2477,3765,1574,463,40.8,5938,24142,23620,22448,7230,5802,23620,11886,11734,5802,2669,3133,29558,28282,1276,28282,15031,12043,49,6,0,0,28,122,0,26,0,0,0,0,96,0,0,0,0,0,1037,1276,279,72,88,49,16143,12534,233,247,15,1725,3974,2195,5,226,1548,25584,12874,12043,49,122,0,0,496,0,496,12234,21588,10660,10928,2656,856,1124,548,128,20964,946,1877,7808,4231,1619,3161,1322,18141,4483,3856,3194,959,3537,3118,295,7769,6529,1306,5802,5300,1923,"29353","30354","32745","35901","39314","1054335","1117308","1155775","1255697","1317464",4
1528,"Trump",19991,"Harris County, Georgia",34676,17273,17403,1758,1885,2338,2362,1892,3789,3922,5103,2443,2813,4160,1888,323,43.3,7422,28091,27254,25865,7946,6371,27254,13453,13801,6371,3004,3367,34676,33611,1065,33611,27450,5545,40,0,0,0,0,228,132,24,25,0,23,24,0,2,2,0,0,0,346,1065,375,216,334,16,28437,5999,289,612,10,430,1309,537,337,36,399,33367,26540,5545,35,213,2,5,1027,64,963,14336,27016,13399,13617,2813,285,1262,1133,133,24441,380,1178,6322,6080,2560,4560,3361,22883,7921,3789,3641,911,3922,3767,1333,10359,9768,3531,6371,5707,2146,"45367","46690","48849","50679","52889","497880","539309","565146","586598","570741",3
1529,"Trump",5391,"Heard County, Georgia",11785,5816,5969,648,719,788,746,803,1285,1357,1781,894,793,1224,542,205,42.4,2683,9395,9102,8754,2471,1971,9102,4428,4674,1971,908,1063,11785,11370,415,11370,10222,998,0,0,0,0,0,97,0,0,0,0,7,43,47,16,9,0,0,7,37,415,174,171,4,0,10637,1172,171,101,16,103,325,138,6,0,181,11460,9991,998,0,97,16,9,349,0,349,5231,8970,4368,4602,1021,219,395,344,63,8081,387,1077,3385,2028,463,329,412,6617,741,1285,1063,92,1357,1191,119,3468,2905,388,1971,1458,142,"30283","31345","32468","33872","36081","1288879","1367507","1197476","1312716","1259730",2
1530,"Biden",151889,"Dutchess County, New York",293524,145843,147681,13432,13843,16958,21187,21496,34794,33827,41950,22748,21645,29305,14912,7427,42.5,55351,245131,238173,223535,64040,51644,238173,117572,120601,51644,23094,28550,293524,278729,14795,278729,225543,31432,857,54,0,0,11,10098,2679,3100,650,356,1571,363,1379,126,27,0,30,69,10673,14795,4616,889,2132,351,238771,38204,2741,13465,529,16350,36957,8754,13101,1204,13898,256567,207050,29153,406,9955,82,1383,8538,1067,7471,121161,224741,110468,114273,31565,3650,8739,15118,4058,206608,6304,11997,54492,36913,21686,40068,35148,188307,75216,34794,31628,12470,33827,30904,13312,86343,80041,32234,51644,45734,17200,"51556","53776","55273","59590","63333","13593130","13912333","14441533","15099032","15070955",2
1531,"Trump",5565,"Barnes County, North Dakota",10592,5196,5396,486,635,611,711,638,1169,1177,1205,783,794,1294,749,340,44.4,2082,8732,8510,7985,2837,2383,8510,4187,4323,2383,1071,1312,10592,10201,391,10201,9655,251,198,53,127,0,6,80,0,11,28,33,8,0,0,5,0,0,0,5,12,391,21,53,7,0,10046,272,256,92,5,317,225,195,11,7,12,10367,9512,251,145,80,5,0,374,293,81,5982,8381,4122,4259,999,113,233,588,65,7511,211,223,2238,1581,972,1688,598,7077,2286,1169,1153,396,1177,1164,465,2782,2663,877,2383,2097,548,"47058","48520","50880","55652","63045","553223","595946","616357","671974","649913",6
1533,"Biden",93494,"Broome County, New York",192042,94519,97523,9969,10259,10316,14697,19245,21499,19910,22163,13877,13426,19599,10878,6204,39.7,37179,159579,154863,142281,43910,36681,154863,75289,79574,36681,15973,20708,192042,184322,7720,184322,162553,10219,359,21,0,0,0,8522,2225,3228,495,186,553,658,1177,138,67,32,21,18,2531,7720,3768,845,1196,52,169796,14518,1387,9891,181,4177,8455,1068,3693,200,3494,183587,158962,9503,283,8495,125,137,6082,492,5590,91155,149025,72418,76607,27307,2018,7453,13835,4001,127556,3881,8515,39590,22585,16243,19987,16755,115160,36742,21499,19684,7711,19910,18248,6380,49466,44325,13570,36681,32903,9081,"38938","40954","41838","43732","47712","8802925","8992537","9278110","9627106","9463316",4
1534,"Trump",28693,"Washington County, Virginia",54005,26631,27374,2215,2597,3005,3276,2851,5742,6281,7286,3966,4414,7112,4042,1218,46.4,9756,45531,44249,42367,14806,12372,44249,21696,22553,12372,5677,6695,54005,53067,938,53067,51829,736,79,13,0,0,0,297,223,8,20,5,13,0,28,6,6,0,0,0,120,938,280,260,54,17,52732,1050,356,369,50,403,824,416,89,15,304,53181,51419,697,26,296,6,60,677,79,598,25999,43899,21516,22383,4188,346,1686,1768,388,40061,2249,3277,13150,7475,4211,6021,3678,34535,9699,5742,5406,1648,6281,5873,1959,15666,13858,3606,12372,9398,2486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
1535,"Trump",2776,"Buena Vista city, Virginia",6477,2899,3578,338,403,416,593,709,733,527,866,272,452,646,384,138,35.6,1338,5252,5139,4631,1415,1168,5139,2318,2821,1168,473,695,6477,6222,255,6222,5729,389,7,0,0,0,0,23,0,0,0,0,0,23,0,20,20,0,0,0,54,255,15,215,6,0,5971,415,230,40,20,62,92,33,0,0,59,6385,5690,389,7,23,20,7,249,8,241,2866,5087,2318,2769,1121,29,244,803,45,4018,180,634,1356,896,185,407,360,3204,767,733,603,144,527,459,113,1590,1263,388,1168,879,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
1537,"Trump",55318,"Putnam County, New York",98714,49202,49512,4428,4774,6347,6124,6228,10817,11480,15654,7933,7748,10183,5245,1753,44.2,19591,81824,79123,76153,21242,17181,79123,39314,39809,17181,7853,9328,98714,95677,3037,95677,83948,3349,251,0,0,0,0,2063,335,644,410,89,148,8,429,23,23,0,0,0,6043,3037,355,300,507,35,86562,4342,759,2874,82,7581,15388,1679,4502,479,8728,83326,76625,2741,150,2058,23,378,1351,228,1123,38652,74088,36639,37449,8310,968,2147,3293,1902,70813,2037,2938,18672,11863,6350,16351,12602,65838,28953,10817,10095,4165,11480,10647,5794,31335,29725,13468,17181,15371,5526,"61804","63794","67031","70345","74127","3720437","3843375","4043807","4192372","4146510",2
1539,"Biden",168134,"Thurston County, Washington",284698,139329,145369,16482,17447,16853,16431,16648,41533,38407,34654,17958,19172,30658,13247,5208,39.1,60983,230982,223715,214485,60508,49113,223715,107904,115811,49113,21943,27170,284698,262608,22090,262608,226452,8546,3310,88,47,16,169,16360,807,1772,3830,795,3160,2881,3115,2559,430,756,685,688,5381,22090,4437,3966,5733,113,247109,15176,8747,24243,4240,10192,26375,16861,2666,320,6528,258323,210483,8212,2919,16193,2555,727,17234,1232,16002,118035,215122,104469,110653,22878,3177,8136,9624,1941,200837,4050,8217,43782,50905,22098,44566,27219,188570,71785,41533,39342,14087,38407,35537,14147,71784,68047,25480,49113,45644,18071,"46616","47822","49240","52297","56527","12166884","12813582","13955717","14538271","14805802",3
1541,"Trump",48436,"Dodge County, Wisconsin",87569,45746,41823,4060,4385,5652,5005,4749,10670,11283,12461,7445,6351,8690,4114,2704,43,17378,72236,70191,67462,19389,15508,70191,36937,33254,15508,7034,8474,87569,85363,2206,85363,81400,2378,278,1,119,0,0,561,180,51,189,24,52,3,62,69,25,0,7,37,677,2206,664,408,218,8,83549,3242,860,857,90,1419,4387,3799,295,52,241,83182,78421,2362,248,535,62,33,1521,128,1393,37942,69226,36373,32853,6473,1035,2704,2192,542,63718,1524,4080,25610,13417,7621,7993,3473,58114,11466,10670,9942,2170,11283,10485,2234,26257,24266,4570,15508,13421,2492,"40776","41984","43473","45199","47937","3505079","3662715","3729822","3840973","3844366",5
1542,"Trump",17309,"Harvey County, Kansas",34434,17117,17317,2086,1937,2707,2744,2287,3862,3677,3794,2483,2312,3285,2098,1162,39.2,8271,27182,26163,24459,8014,6545,26163,12889,13274,6545,2886,3659,34434,32733,1701,32733,31127,547,83,0,0,6,13,247,66,0,0,8,15,151,7,77,30,0,2,45,652,1701,302,443,206,83,32694,1027,657,492,88,1294,4199,3691,45,19,444,30235,28205,475,58,247,77,2,1171,148,1023,14823,25478,12435,13043,3490,775,935,1549,231,22673,875,1167,5222,5868,2279,4750,2512,20631,7262,3862,3505,1157,3677,3400,1206,8589,7817,3082,6545,5909,1817,"39418","40111","42684","44381","47580","1261651","1263423","1372830","1436594","1435180",3
